loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
1.87747323513031,7.356986045837402,False,,,1,0b40a4da,2d4cac27bb654225972688b6af3e9bd8,2022-04-28_23-33-02,1651185182,7.356986045837402,2521,farm5-gpu0102,10.160.0.18,7.356986045837402,0,1,0.003476381301879883
1.7174838781356812,2.618755578994751,False,,,2,0b40a4da,2d4cac27bb654225972688b6af3e9bd8,2022-04-28_23-33-05,1651185185,9.975741624832153,2521,farm5-gpu0102,10.160.0.18,9.975741624832153,0,2,0.003476381301879883
1.6640725135803223,2.6534619331359863,False,,,3,0b40a4da,2d4cac27bb654225972688b6af3e9bd8,2022-04-28_23-33-07,1651185187,12.62920355796814,2521,farm5-gpu0102,10.160.0.18,12.62920355796814,0,3,0.003476381301879883
1.6872552633285522,2.8356103897094727,False,,,4,0b40a4da,2d4cac27bb654225972688b6af3e9bd8,2022-04-28_23-33-10,1651185190,15.464813947677612,2521,farm5-gpu0102,10.160.0.18,15.464813947677612,0,4,0.003476381301879883
1.7003979682922363,2.699921131134033,False,,,5,0b40a4da,2d4cac27bb654225972688b6af3e9bd8,2022-04-28_23-33-13,1651185193,18.164735078811646,2521,farm5-gpu0102,10.160.0.18,18.164735078811646,0,5,0.003476381301879883
1.687633752822876,2.695906639099121,False,,,6,0b40a4da,2d4cac27bb654225972688b6af3e9bd8,2022-04-28_23-33-15,1651185195,20.860641717910767,2521,farm5-gpu0102,10.160.0.18,20.860641717910767,0,6,0.003476381301879883
1.7196123600006104,2.8016321659088135,False,,,7,0b40a4da,2d4cac27bb654225972688b6af3e9bd8,2022-04-28_23-33-18,1651185198,23.66227388381958,2521,farm5-gpu0102,10.160.0.18,23.66227388381958,0,7,0.003476381301879883
1.8241647481918335,2.6888246536254883,False,,,8,0b40a4da,2d4cac27bb654225972688b6af3e9bd8,2022-04-28_23-33-21,1651185201,26.35109853744507,2521,farm5-gpu0102,10.160.0.18,26.35109853744507,0,8,0.003476381301879883
1.8031301498413086,2.669437885284424,False,,,9,0b40a4da,2d4cac27bb654225972688b6af3e9bd8,2022-04-28_23-33-24,1651185204,29.020536422729492,2521,farm5-gpu0102,10.160.0.18,29.020536422729492,0,9,0.003476381301879883
1.79788339138031,2.6825761795043945,True,,,10,0b40a4da,2d4cac27bb654225972688b6af3e9bd8,2022-04-28_23-33-26,1651185206,31.703112602233887,2521,farm5-gpu0102,10.160.0.18,31.703112602233887,0,10,0.003476381301879883
