loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
5.660562038421631,8.291214227676392,False,,,1,cde25e48,aae4b8293a8545c99fcd29a20a65e6cf,2022-04-28_23-37-53,1651185473,8.291214227676392,25282,farm5-gpu0102,10.160.0.18,8.291214227676392,0,1,0.0038285255432128906
3.8211898803710938,3.173224687576294,False,,,2,cde25e48,aae4b8293a8545c99fcd29a20a65e6cf,2022-04-28_23-37-56,1651185476,11.464438915252686,25282,farm5-gpu0102,10.160.0.18,11.464438915252686,0,2,0.0038285255432128906
2.4352500438690186,3.319911241531372,False,,,3,cde25e48,aae4b8293a8545c99fcd29a20a65e6cf,2022-04-28_23-37-59,1651185479,14.784350156784058,25282,farm5-gpu0102,10.160.0.18,14.784350156784058,0,3,0.0038285255432128906
2.1985692977905273,3.1924843788146973,False,,,4,cde25e48,aae4b8293a8545c99fcd29a20a65e6cf,2022-04-28_23-38-02,1651185482,17.976834535598755,25282,farm5-gpu0102,10.160.0.18,17.976834535598755,0,4,0.0038285255432128906
2.1708335876464844,3.2623140811920166,False,,,5,cde25e48,aae4b8293a8545c99fcd29a20a65e6cf,2022-04-28_23-38-05,1651185485,21.23914861679077,25282,farm5-gpu0102,10.160.0.18,21.23914861679077,0,5,0.0038285255432128906
2.151538610458374,3.1872973442077637,False,,,6,cde25e48,aae4b8293a8545c99fcd29a20a65e6cf,2022-04-28_23-38-09,1651185489,24.426445960998535,25282,farm5-gpu0102,10.160.0.18,24.426445960998535,0,6,0.0038285255432128906
2.134176254272461,3.166714906692505,False,,,7,cde25e48,aae4b8293a8545c99fcd29a20a65e6cf,2022-04-28_23-38-12,1651185492,27.59316086769104,25282,farm5-gpu0102,10.160.0.18,27.59316086769104,0,7,0.0038285255432128906
2.1187710762023926,3.327847719192505,False,,,8,cde25e48,aae4b8293a8545c99fcd29a20a65e6cf,2022-04-28_23-38-15,1651185495,30.921008586883545,25282,farm5-gpu0102,10.160.0.18,30.921008586883545,0,8,0.0038285255432128906
2.103815793991089,3.183382749557495,False,,,9,cde25e48,aae4b8293a8545c99fcd29a20a65e6cf,2022-04-28_23-38-18,1651185498,34.10439133644104,25282,farm5-gpu0102,10.160.0.18,34.10439133644104,0,9,0.0038285255432128906
2.0902047157287598,3.373565673828125,True,,,10,cde25e48,aae4b8293a8545c99fcd29a20a65e6cf,2022-04-28_23-38-22,1651185502,37.477957010269165,25282,farm5-gpu0102,10.160.0.18,37.477957010269165,0,10,0.0038285255432128906
