loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
1.9317824840545654,7.269386529922485,False,,,1,ca5acd92,f5586df55dbd472aba008078172d44eb,2022-04-28_23-31-07,1651185067,7.269386529922485,58326,farm5-gpu0102,10.160.0.18,7.269386529922485,0,1,0.0047206878662109375
1.6915920972824097,2.9479176998138428,False,,,2,ca5acd92,f5586df55dbd472aba008078172d44eb,2022-04-28_23-31-10,1651185070,10.217304229736328,58326,farm5-gpu0102,10.160.0.18,10.217304229736328,0,2,0.0047206878662109375
1.6942009925842285,2.57075834274292,False,,,3,ca5acd92,f5586df55dbd472aba008078172d44eb,2022-04-28_23-31-12,1651185072,12.788062572479248,58326,farm5-gpu0102,10.160.0.18,12.788062572479248,0,3,0.0047206878662109375
1.6916989088058472,2.9209132194519043,False,,,4,ca5acd92,f5586df55dbd472aba008078172d44eb,2022-04-28_23-31-15,1651185075,15.708975791931152,58326,farm5-gpu0102,10.160.0.18,15.708975791931152,0,4,0.0047206878662109375
1.7043840885162354,2.6027965545654297,False,,,5,ca5acd92,f5586df55dbd472aba008078172d44eb,2022-04-28_23-31-18,1651185078,18.311772346496582,58326,farm5-gpu0102,10.160.0.18,18.311772346496582,0,5,0.0047206878662109375
1.7672464847564697,2.6809988021850586,False,,,6,ca5acd92,f5586df55dbd472aba008078172d44eb,2022-04-28_23-31-21,1651185081,20.99277114868164,58326,farm5-gpu0102,10.160.0.18,20.99277114868164,0,6,0.0047206878662109375
1.712833046913147,2.6292524337768555,False,,,7,ca5acd92,f5586df55dbd472aba008078172d44eb,2022-04-28_23-31-23,1651185083,23.622023582458496,58326,farm5-gpu0102,10.160.0.18,23.622023582458496,0,7,0.0047206878662109375
1.7659647464752197,2.686030149459839,False,,,8,ca5acd92,f5586df55dbd472aba008078172d44eb,2022-04-28_23-31-26,1651185086,26.308053731918335,58326,farm5-gpu0102,10.160.0.18,26.308053731918335,0,8,0.0047206878662109375
1.8030195236206055,2.5061848163604736,False,,,9,ca5acd92,f5586df55dbd472aba008078172d44eb,2022-04-28_23-31-28,1651185088,28.81423854827881,58326,farm5-gpu0102,10.160.0.18,28.81423854827881,0,9,0.0047206878662109375
1.8525350093841553,2.8097381591796875,True,,,10,ca5acd92,f5586df55dbd472aba008078172d44eb,2022-04-28_23-31-31,1651185091,31.623976707458496,58326,farm5-gpu0102,10.160.0.18,31.623976707458496,0,10,0.0047206878662109375
