loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
5.966099739074707,7.191206693649292,False,,,1,816f79d4,eab95199d34b42b180f7e947bc4f8bd3,2022-04-28_23-29-11,1651184951,7.191206693649292,48799,farm5-gpu0102,10.160.0.18,7.191206693649292,0,1,0.003955364227294922
5.369394302368164,2.7452332973480225,False,,,2,816f79d4,eab95199d34b42b180f7e947bc4f8bd3,2022-04-28_23-29-14,1651184954,9.936439990997314,48799,farm5-gpu0102,10.160.0.18,9.936439990997314,0,2,0.003955364227294922
4.535224437713623,2.6588423252105713,False,,,3,816f79d4,eab95199d34b42b180f7e947bc4f8bd3,2022-04-28_23-29-16,1651184956,12.595282316207886,48799,farm5-gpu0102,10.160.0.18,12.595282316207886,0,3,0.003955364227294922
3.6917669773101807,2.763892412185669,False,,,4,816f79d4,eab95199d34b42b180f7e947bc4f8bd3,2022-04-28_23-29-19,1651184959,15.359174728393555,48799,farm5-gpu0102,10.160.0.18,15.359174728393555,0,4,0.003955364227294922
3.0162150859832764,2.7332301139831543,False,,,5,816f79d4,eab95199d34b42b180f7e947bc4f8bd3,2022-04-28_23-29-22,1651184962,18.09240484237671,48799,farm5-gpu0102,10.160.0.18,18.09240484237671,0,5,0.003955364227294922
2.585226535797119,2.920095443725586,False,,,6,816f79d4,eab95199d34b42b180f7e947bc4f8bd3,2022-04-28_23-29-25,1651184965,21.012500286102295,48799,farm5-gpu0102,10.160.0.18,21.012500286102295,0,6,0.003955364227294922
2.36276912689209,3.0512185096740723,False,,,7,816f79d4,eab95199d34b42b180f7e947bc4f8bd3,2022-04-28_23-29-28,1651184968,24.063718795776367,48799,farm5-gpu0102,10.160.0.18,24.063718795776367,0,7,0.003955364227294922
2.2717647552490234,2.7855353355407715,False,,,8,816f79d4,eab95199d34b42b180f7e947bc4f8bd3,2022-04-28_23-29-30,1651184970,26.84925413131714,48799,farm5-gpu0102,10.160.0.18,26.84925413131714,0,8,0.003955364227294922
2.2365522384643555,3.0324647426605225,False,,,9,816f79d4,eab95199d34b42b180f7e947bc4f8bd3,2022-04-28_23-29-33,1651184973,29.88171887397766,48799,farm5-gpu0102,10.160.0.18,29.88171887397766,0,9,0.003955364227294922
2.2228646278381348,2.841348171234131,True,,,10,816f79d4,eab95199d34b42b180f7e947bc4f8bd3,2022-04-28_23-29-36,1651184976,32.72306704521179,48799,farm5-gpu0102,10.160.0.18,32.72306704521179,0,10,0.003955364227294922
