,subfamily,sum,celltype
pseudobulk_50,Ebox/CACGTG/1:bHLH,0.21250266369315796,late pro-B cell
pseudobulk_51,Ebox/CACGTG/1:bHLH,0.189840765480767,mature natural killer cell
pseudobulk_52,Ebox/CACGTG/1:bHLH,0.20693900561673217,precursor B cell
pseudobulk_53,Ebox/CACGTG/1:bHLH,0.21378240984267904,late pro-B cell
pseudobulk_54,Ebox/CACGTG/1:bHLH,0.20151314466056647,immature T cell
pseudobulk_55,Ebox/CACGTG/1:bHLH,0.20549622925682343,naive B cell
pseudobulk_56,Ebox/CACGTG/1:bHLH,0.21904643325251527,immature B cell
pseudobulk_57,Ebox/CACGTG/1:bHLH,0.20886659587631584,naive B cell
pseudobulk_58,Ebox/CACGTG/1:bHLH,0.2054941978185525,mature natural killer cell
pseudobulk_59,Ebox/CACGTG/1:bHLH,0.20885182803613134,Slamf1-positive multipotent progenitor cell
pseudobulk_60,Ebox/CACGTG/1:bHLH,0.20401414883963298,granulocyte monocyte progenitor cell
pseudobulk_61,Ebox/CACGTG/1:bHLH,0.19242371814425496,Slamf1-negative multipotent progenitor cell
pseudobulk_62,Ebox/CACGTG/1:bHLH,0.2042152482763413,common lymphoid progenitor
pseudobulk_63,Ebox/CACGTG/1:bHLH,0.20675078404747183,Slamf1-positive multipotent progenitor cell
pseudobulk_64,Ebox/CACGTG/1:bHLH,0.18175864741715486,monocyte
pseudobulk_65,Ebox/CACGTG/1:bHLH,0.20309870917117223,monocyte
pseudobulk_66,Ebox/CACGTG/1:bHLH,0.15454831204988295,granulocyte
pseudobulk_67,Ebox/CACGTG/1:bHLH,0.13918493265737197,granulocyte
pseudobulk_68,Ebox/CACGTG/1:bHLH,0.21386601581980358,monocyte
pseudobulk_69,Ebox/CACGTG/1:bHLH,0.19500638205499854,macrophage
pseudobulk_70,Ebox/CACGTG/1:bHLH,0.19321165059227496,granulocyte
pseudobulk_71,Ebox/CACGTG/1:bHLH,0.14994164709787583,granulocyte
pseudobulk_72,Ebox/CACGTG/1:bHLH,0.14036248840966437,granulocyte
pseudobulk_73,Ebox/CACGTG/1:bHLH,0.20214045646571321,granulocyte
pseudobulk_74,Ebox/CACGTG/1:bHLH,0.2170320039112994,monocyte
pseudobulk_75,Ebox/CACGTG/1:bHLH,0.14514772991151403,granulocyte
pseudobulk_76,Ebox/CACGTG/1:bHLH,0.1946759472048143,naive B cell
pseudobulk_77,Ebox/CACGTG/1:bHLH,0.20173010749931564,Slamf1-negative multipotent progenitor cell
pseudobulk_78,Ebox/CACGTG/1:bHLH,0.20187957568123238,Slamf1-negative multipotent progenitor cell
pseudobulk_79,Ebox/CACGTG/1:bHLH,0.19933249594032532,Slamf1-negative multipotent progenitor cell
pseudobulk_80,Ebox/CACGTG/1:bHLH,0.20001345461059827,Slamf1-negative multipotent progenitor cell
pseudobulk_81,Ebox/CACGTG/1:bHLH,0.20472503740893444,granulocyte monocyte progenitor cell
pseudobulk_82,Ebox/CACGTG/1:bHLH,0.21467671964728652,granulocyte monocyte progenitor cell
pseudobulk_83,Ebox/CACGTG/1:bHLH,0.20419689602931612,Slamf1-negative multipotent progenitor cell
pseudobulk_84,Ebox/CACGTG/1:bHLH,0.17468672061659163,naive B cell
pseudobulk_85,Ebox/CACGTG/1:bHLH,0.17987177950999467,precursor B cell
pseudobulk_86,Ebox/CACGTG/1:bHLH,0.1733372962771682,precursor B cell
pseudobulk_87,Ebox/CACGTG/1:bHLH,0.2048298877198249,immature B cell
pseudobulk_88,Ebox/CACGTG/1:bHLH,0.2044812787498813,Slamf1-negative multipotent progenitor cell
pseudobulk_89,Ebox/CACGTG/1:bHLH,0.20888643997022882,naive B cell
pseudobulk_90,Ebox/CACGTG/1:bHLH,0.2157162240546313,naive B cell
pseudobulk_91,Ebox/CACGTG/1:bHLH,0.2118107525675441,macrophage
pseudobulk_92,Ebox/CACGTG/1:bHLH,0.20247244201163994,macrophage
pseudobulk_93,Ebox/CACGTG/1:bHLH,0.2145548075204715,immature B cell
pseudobulk_94,Ebox/CACGTG/1:bHLH,0.19843455217051087,naive B cell
pseudobulk_95,Ebox/CACGTG/1:bHLH,0.19658211308342288,Slamf1-negative multipotent progenitor cell
pseudobulk_96,Ebox/CACGTG/1:bHLH,0.18038393717142753,naive B cell
pseudobulk_97,Ebox/CACGTG/1:bHLH,0.20421352655102964,Slamf1-negative multipotent progenitor cell
pseudobulk_98,Ebox/CACGTG/1:bHLH,0.159826835498734,immature T cell
pseudobulk_99,Ebox/CACGTG/1:bHLH,0.16433031051201397,immature NK T cell
pseudobulk_0,ETS/1:ETS,3.4942183666253186,late pro-B cell
pseudobulk_1,ETS/1:ETS,3.173628721389832,naive B cell
pseudobulk_2,ETS/1:ETS,3.6604884733606013,late pro-B cell
pseudobulk_3,ETS/1:ETS,3.17428378477598,macrophage
pseudobulk_4,ETS/1:ETS,3.636471091401745,late pro-B cell
pseudobulk_5,ETS/1:ETS,3.01679109120505,precursor B cell
pseudobulk_6,ETS/1:ETS,2.76309411420425,naive B cell
pseudobulk_7,ETS/1:ETS,2.9765261327956978,naive B cell
pseudobulk_8,ETS/1:ETS,3.244700430841476,granulocyte
pseudobulk_9,ETS/1:ETS,3.3523575363487907,granulocyte
pseudobulk_10,ETS/1:ETS,2.642436100912164,granulocyte
pseudobulk_11,ETS/1:ETS,3.5954416726763156,granulocyte monocyte progenitor cell
pseudobulk_12,ETS/1:ETS,2.6676429820913654,granulocyte
pseudobulk_13,ETS/1:ETS,3.3770286929975555,naive B cell
pseudobulk_14,ETS/1:ETS,3.3380661550072546,naive B cell
pseudobulk_15,ETS/1:ETS,3.436592814654432,naive B cell
pseudobulk_16,ETS/1:ETS,3.604481498930909,mature natural killer cell
pseudobulk_17,ETS/1:ETS,3.4542406384280184,precursor B cell
pseudobulk_18,ETS/1:ETS,3.602587348967063,naive B cell
pseudobulk_19,ETS/1:ETS,3.6003566680956283,late pro-B cell
pseudobulk_20,ETS/1:ETS,3.211577213667624,naive B cell
pseudobulk_21,ETS/1:ETS,3.3197891629206424,precursor B cell
pseudobulk_22,ETS/1:ETS,3.469352725582212,late pro-B cell
pseudobulk_23,ETS/1:ETS,3.080242790997545,granulocyte
pseudobulk_24,ETS/1:ETS,3.2695286132902766,granulocyte
pseudobulk_25,ETS/1:ETS,3.176672100434189,granulocyte
pseudobulk_26,ETS/1:ETS,2.936955610563018,precursor B cell
pseudobulk_27,ETS/1:ETS,3.236206773277445,hematopoietic precursor cell
pseudobulk_28,ETS/1:ETS,3.1585283262193116,Slamf1-negative multipotent progenitor cell
pseudobulk_29,ETS/1:ETS,3.2024401497546933,Slamf1-negative multipotent progenitor cell
pseudobulk_30,ETS/1:ETS,3.4764161211746796,common lymphoid progenitor
pseudobulk_31,ETS/1:ETS,3.239548478331926,Slamf1-negative multipotent progenitor cell
pseudobulk_32,ETS/1:ETS,3.2374463435025973,Slamf1-negative multipotent progenitor cell
pseudobulk_33,ETS/1:ETS,3.2058495065909938,common lymphoid progenitor
pseudobulk_34,ETS/1:ETS,3.2996589882277476,Slamf1-negative multipotent progenitor cell
pseudobulk_35,ETS/1:ETS,3.449689003864478,precursor B cell
pseudobulk_36,ETS/1:ETS,2.9870923419939572,hematopoietic precursor cell
pseudobulk_37,ETS/1:ETS,2.5223487363118693,granulocyte
pseudobulk_38,ETS/1:ETS,2.698621986712169,granulocyte
pseudobulk_39,ETS/1:ETS,2.908124972760561,granulocyte
pseudobulk_40,ETS/1:ETS,2.8536628101173847,monocyte
pseudobulk_41,ETS/1:ETS,2.945988796786196,granulocyte
pseudobulk_42,ETS/1:ETS,3.36703161288915,monocyte
pseudobulk_43,ETS/1:ETS,3.199724070152115,granulocyte
pseudobulk_44,ETS/1:ETS,2.333403437593688,granulocyte
pseudobulk_45,ETS/1:ETS,3.338442175197997,monocyte
pseudobulk_46,ETS/1:ETS,3.27262361850444,granulocytopoietic cell
pseudobulk_47,ETS/1:ETS,3.3315827931455715,granulocyte
pseudobulk_48,ETS/1:ETS,2.85234998620291,granulocyte
pseudobulk_49,ETS/1:ETS,2.9385197746523772,naive B cell
pseudobulk_50,ETS/1:ETS,3.3489177947631106,late pro-B cell
pseudobulk_51,ETS/1:ETS,3.4027762963442,mature natural killer cell
pseudobulk_52,ETS/1:ETS,3.3602788609059644,precursor B cell
pseudobulk_53,ETS/1:ETS,3.5598265703229117,late pro-B cell
pseudobulk_54,ETS/1:ETS,3.671833406009682,immature T cell
pseudobulk_55,ETS/1:ETS,3.2625429457693826,naive B cell
pseudobulk_56,ETS/1:ETS,3.5066188923228765,immature B cell
pseudobulk_57,ETS/1:ETS,3.3968956847857044,naive B cell
pseudobulk_58,ETS/1:ETS,3.6157615462834656,mature natural killer cell
pseudobulk_59,ETS/1:ETS,3.5295337273182668,Slamf1-positive multipotent progenitor cell
pseudobulk_60,ETS/1:ETS,3.6008706935699593,granulocyte monocyte progenitor cell
pseudobulk_61,ETS/1:ETS,3.345817440394967,Slamf1-negative multipotent progenitor cell
pseudobulk_62,ETS/1:ETS,3.34637502924852,common lymphoid progenitor
pseudobulk_63,ETS/1:ETS,3.3785139905394317,Slamf1-positive multipotent progenitor cell
pseudobulk_64,ETS/1:ETS,2.9005133317314176,monocyte
pseudobulk_65,ETS/1:ETS,3.501741118523114,monocyte
pseudobulk_66,ETS/1:ETS,2.577002955626085,granulocyte
pseudobulk_67,ETS/1:ETS,2.394869252661465,granulocyte
pseudobulk_68,ETS/1:ETS,3.5830868993962213,monocyte
pseudobulk_69,ETS/1:ETS,3.4319117123094145,macrophage
pseudobulk_70,ETS/1:ETS,3.4026908534101494,granulocyte
pseudobulk_71,ETS/1:ETS,2.4938330584750474,granulocyte
pseudobulk_72,ETS/1:ETS,2.3761734545805666,granulocyte
pseudobulk_73,ETS/1:ETS,3.330556754040572,granulocyte
pseudobulk_74,ETS/1:ETS,3.5892303431755863,monocyte
pseudobulk_75,ETS/1:ETS,2.370348129156582,granulocyte
pseudobulk_76,ETS/1:ETS,3.2074924848893716,naive B cell
pseudobulk_77,ETS/1:ETS,3.403581397908056,Slamf1-negative multipotent progenitor cell
pseudobulk_78,ETS/1:ETS,3.496709241091594,Slamf1-negative multipotent progenitor cell
pseudobulk_79,ETS/1:ETS,3.389218180651369,Slamf1-negative multipotent progenitor cell
pseudobulk_80,ETS/1:ETS,3.3916528980644216,Slamf1-negative multipotent progenitor cell
pseudobulk_81,ETS/1:ETS,3.6104943722111784,granulocyte monocyte progenitor cell
pseudobulk_82,ETS/1:ETS,3.4525052655553736,granulocyte monocyte progenitor cell
pseudobulk_83,ETS/1:ETS,3.4212631933587545,Slamf1-negative multipotent progenitor cell
pseudobulk_84,ETS/1:ETS,2.8348138902401843,naive B cell
pseudobulk_85,ETS/1:ETS,3.0482501007190876,precursor B cell
pseudobulk_86,ETS/1:ETS,2.969382954604953,precursor B cell
pseudobulk_87,ETS/1:ETS,3.31484375700893,immature B cell
pseudobulk_88,ETS/1:ETS,3.5043894670488953,Slamf1-negative multipotent progenitor cell
pseudobulk_89,ETS/1:ETS,3.4768764594082313,naive B cell
pseudobulk_90,ETS/1:ETS,3.468238517876671,naive B cell
pseudobulk_91,ETS/1:ETS,3.4220041455264436,macrophage
pseudobulk_92,ETS/1:ETS,3.3990515500918264,macrophage
pseudobulk_93,ETS/1:ETS,3.584101809115964,immature B cell
pseudobulk_94,ETS/1:ETS,3.403668967097474,naive B cell
pseudobulk_95,ETS/1:ETS,3.275302012430984,Slamf1-negative multipotent progenitor cell
pseudobulk_96,ETS/1:ETS,3.015629752570476,naive B cell
pseudobulk_97,ETS/1:ETS,3.304931217620833,Slamf1-negative multipotent progenitor cell
pseudobulk_98,ETS/1:ETS,2.965205161470294,immature T cell
pseudobulk_99,ETS/1:ETS,3.1427711756987264,immature NK T cell
pseudobulk_0,ETS/2:ETS,2.226201869894794,late pro-B cell
pseudobulk_1,ETS/2:ETS,2.076592518016014,naive B cell
pseudobulk_2,ETS/2:ETS,2.3522077896886913,late pro-B cell
pseudobulk_3,ETS/2:ETS,2.1869429311718704,macrophage
pseudobulk_4,ETS/2:ETS,2.3353781618570792,late pro-B cell
pseudobulk_5,ETS/2:ETS,2.075302602017473,precursor B cell
pseudobulk_6,ETS/2:ETS,1.955202022882986,naive B cell
pseudobulk_7,ETS/2:ETS,2.0250097914176877,naive B cell
pseudobulk_8,ETS/2:ETS,2.293084148877824,granulocyte
pseudobulk_9,ETS/2:ETS,2.389981814779617,granulocyte
pseudobulk_10,ETS/2:ETS,1.9704971343962825,granulocyte
pseudobulk_11,ETS/2:ETS,2.494126485547895,granulocyte monocyte progenitor cell
pseudobulk_12,ETS/2:ETS,2.0880165735301546,granulocyte
pseudobulk_13,ETS/2:ETS,2.337165072945936,naive B cell
pseudobulk_14,ETS/2:ETS,2.2636113873104478,naive B cell
pseudobulk_15,ETS/2:ETS,2.393976692106662,naive B cell
pseudobulk_16,ETS/2:ETS,2.624688843206968,mature natural killer cell
pseudobulk_17,ETS/2:ETS,2.3737401905837032,precursor B cell
pseudobulk_18,ETS/2:ETS,2.5176515627281333,naive B cell
pseudobulk_19,ETS/2:ETS,2.408418948902181,late pro-B cell
pseudobulk_20,ETS/2:ETS,2.2410991526157886,naive B cell
pseudobulk_21,ETS/2:ETS,2.253047592158964,precursor B cell
pseudobulk_22,ETS/2:ETS,2.24967345515779,late pro-B cell
pseudobulk_23,ETS/2:ETS,2.2397308662300475,granulocyte
pseudobulk_24,ETS/2:ETS,2.3683792228671336,granulocyte
pseudobulk_25,ETS/2:ETS,2.2983487639739906,granulocyte
pseudobulk_26,ETS/2:ETS,2.162602716332003,precursor B cell
pseudobulk_27,ETS/2:ETS,2.1732305289542637,hematopoietic precursor cell
pseudobulk_28,ETS/2:ETS,2.092914187333122,Slamf1-negative multipotent progenitor cell
pseudobulk_29,ETS/2:ETS,2.1884825425568124,Slamf1-negative multipotent progenitor cell
pseudobulk_30,ETS/2:ETS,2.3760251889343635,common lymphoid progenitor
pseudobulk_31,ETS/2:ETS,2.152077418171757,Slamf1-negative multipotent progenitor cell
pseudobulk_32,ETS/2:ETS,2.2597944507219694,Slamf1-negative multipotent progenitor cell
pseudobulk_33,ETS/2:ETS,2.1572618041855094,common lymphoid progenitor
pseudobulk_34,ETS/2:ETS,2.27946267556581,Slamf1-negative multipotent progenitor cell
pseudobulk_35,ETS/2:ETS,2.4342995664048317,precursor B cell
pseudobulk_36,ETS/2:ETS,2.017009292694638,hematopoietic precursor cell
pseudobulk_37,ETS/2:ETS,1.9419640558862739,granulocyte
pseudobulk_38,ETS/2:ETS,1.9935905069069122,granulocyte
pseudobulk_39,ETS/2:ETS,2.1335007902248435,granulocyte
pseudobulk_40,ETS/2:ETS,2.0953357307698752,monocyte
pseudobulk_41,ETS/2:ETS,2.1339882615484385,granulocyte
pseudobulk_42,ETS/2:ETS,2.4509629584362074,monocyte
pseudobulk_43,ETS/2:ETS,2.257657883966658,granulocyte
pseudobulk_44,ETS/2:ETS,1.8002674457807188,granulocyte
pseudobulk_45,ETS/2:ETS,2.4031107133960177,monocyte
pseudobulk_46,ETS/2:ETS,2.3211187923578507,granulocytopoietic cell
pseudobulk_47,ETS/2:ETS,2.314120212727744,granulocyte
pseudobulk_48,ETS/2:ETS,2.1036196484019456,granulocyte
pseudobulk_49,ETS/2:ETS,2.0292613489473297,naive B cell
pseudobulk_50,ETS/2:ETS,2.1588606137156603,late pro-B cell
pseudobulk_51,ETS/2:ETS,2.4683378904264828,mature natural killer cell
pseudobulk_52,ETS/2:ETS,2.3166193902088708,precursor B cell
pseudobulk_53,ETS/2:ETS,2.417878840884441,late pro-B cell
pseudobulk_54,ETS/2:ETS,2.6305232359591173,immature T cell
pseudobulk_55,ETS/2:ETS,2.235171849113158,naive B cell
pseudobulk_56,ETS/2:ETS,2.384278076990995,immature B cell
pseudobulk_57,ETS/2:ETS,2.3347479366038897,naive B cell
pseudobulk_58,ETS/2:ETS,2.589140299351129,mature natural killer cell
pseudobulk_59,ETS/2:ETS,2.3928157998234383,Slamf1-positive multipotent progenitor cell
pseudobulk_60,ETS/2:ETS,2.4924681042612065,granulocyte monocyte progenitor cell
pseudobulk_61,ETS/2:ETS,2.337439346618339,Slamf1-negative multipotent progenitor cell
pseudobulk_62,ETS/2:ETS,2.2629049474944622,common lymphoid progenitor
pseudobulk_63,ETS/2:ETS,2.2864470891236124,Slamf1-positive multipotent progenitor cell
pseudobulk_64,ETS/2:ETS,2.0889782378144446,monocyte
pseudobulk_65,ETS/2:ETS,2.6390475405199822,monocyte
pseudobulk_66,ETS/2:ETS,2.0149307067295013,granulocyte
pseudobulk_67,ETS/2:ETS,1.986690804895261,granulocyte
pseudobulk_68,ETS/2:ETS,2.6370588957797736,monocyte
pseudobulk_69,ETS/2:ETS,2.538638778958557,macrophage
pseudobulk_70,ETS/2:ETS,2.4127593548719233,granulocyte
pseudobulk_71,ETS/2:ETS,1.9743198149907357,granulocyte
pseudobulk_72,ETS/2:ETS,1.8675036142903991,granulocyte
pseudobulk_73,ETS/2:ETS,2.448837602383719,granulocyte
pseudobulk_74,ETS/2:ETS,2.6171832725995046,monocyte
pseudobulk_75,ETS/2:ETS,1.882714172868873,granulocyte
pseudobulk_76,ETS/2:ETS,2.172275909552809,naive B cell
pseudobulk_77,ETS/2:ETS,2.338190360831504,Slamf1-negative multipotent progenitor cell
pseudobulk_78,ETS/2:ETS,2.382412487992042,Slamf1-negative multipotent progenitor cell
pseudobulk_79,ETS/2:ETS,2.292975406655387,Slamf1-negative multipotent progenitor cell
pseudobulk_80,ETS/2:ETS,2.3041053931810893,Slamf1-negative multipotent progenitor cell
pseudobulk_81,ETS/2:ETS,2.4978090310601715,granulocyte monocyte progenitor cell
pseudobulk_82,ETS/2:ETS,2.4552794748879023,granulocyte monocyte progenitor cell
pseudobulk_83,ETS/2:ETS,2.326389416699385,Slamf1-negative multipotent progenitor cell
pseudobulk_84,ETS/2:ETS,1.9764022955750988,naive B cell
pseudobulk_85,ETS/2:ETS,1.9762375991358567,precursor B cell
pseudobulk_86,ETS/2:ETS,1.9647502672523842,precursor B cell
pseudobulk_87,ETS/2:ETS,2.3848841220360555,immature B cell
pseudobulk_88,ETS/2:ETS,2.430190411312651,Slamf1-negative multipotent progenitor cell
pseudobulk_89,ETS/2:ETS,2.4540197474088927,naive B cell
pseudobulk_90,ETS/2:ETS,2.471579757884683,naive B cell
pseudobulk_91,ETS/2:ETS,2.4525476716030425,macrophage
pseudobulk_92,ETS/2:ETS,2.424578104277316,macrophage
pseudobulk_93,ETS/2:ETS,2.492871763643052,immature B cell
pseudobulk_94,ETS/2:ETS,2.400000289366403,naive B cell
pseudobulk_95,ETS/2:ETS,2.180624980522225,Slamf1-negative multipotent progenitor cell
pseudobulk_96,ETS/2:ETS,2.057841755015943,naive B cell
pseudobulk_97,ETS/2:ETS,2.197911108687549,Slamf1-negative multipotent progenitor cell
pseudobulk_98,ETS/2:ETS,2.072984515862572,immature T cell
pseudobulk_99,ETS/2:ETS,2.1977843326947095,immature NK T cell
pseudobulk_0,GC-tract:C2H2,-0.4309957923833281,late pro-B cell
pseudobulk_1,GC-tract:C2H2,-0.34455724665895104,naive B cell
pseudobulk_2,GC-tract:C2H2,-0.449596289312467,late pro-B cell
pseudobulk_3,GC-tract:C2H2,-0.3455043463036418,macrophage
pseudobulk_4,GC-tract:C2H2,-0.47116846730932593,late pro-B cell
pseudobulk_5,GC-tract:C2H2,-0.3375828005373478,precursor B cell
pseudobulk_6,GC-tract:C2H2,-0.26358356955461204,naive B cell
pseudobulk_7,GC-tract:C2H2,-0.3129767174832523,naive B cell
pseudobulk_8,GC-tract:C2H2,-0.32957415631972253,granulocyte
pseudobulk_9,GC-tract:C2H2,-0.3459770008921623,granulocyte
pseudobulk_10,GC-tract:C2H2,-0.2190808695013402,granulocyte
pseudobulk_11,GC-tract:C2H2,-0.4003345216624439,granulocyte monocyte progenitor cell
pseudobulk_12,GC-tract:C2H2,-0.15652444976149127,granulocyte
pseudobulk_13,GC-tract:C2H2,-0.3778366611804813,naive B cell
pseudobulk_14,GC-tract:C2H2,-0.39236758812330663,naive B cell
pseudobulk_15,GC-tract:C2H2,-0.3665176404174417,naive B cell
pseudobulk_16,GC-tract:C2H2,-0.3720934628508985,mature natural killer cell
pseudobulk_17,GC-tract:C2H2,-0.3818933581933379,precursor B cell
pseudobulk_18,GC-tract:C2H2,-0.3720778520219028,naive B cell
pseudobulk_19,GC-tract:C2H2,-0.42256010603159666,late pro-B cell
pseudobulk_20,GC-tract:C2H2,-0.34780395473353565,naive B cell
pseudobulk_21,GC-tract:C2H2,-0.3683228208683431,precursor B cell
pseudobulk_22,GC-tract:C2H2,-0.4110105913132429,late pro-B cell
pseudobulk_23,GC-tract:C2H2,-0.31677734293043613,granulocyte
pseudobulk_24,GC-tract:C2H2,-0.3289284994825721,granulocyte
pseudobulk_25,GC-tract:C2H2,-0.29743223218247294,granulocyte
pseudobulk_26,GC-tract:C2H2,-0.307174518937245,precursor B cell
pseudobulk_27,GC-tract:C2H2,-0.34483890887349844,hematopoietic precursor cell
pseudobulk_28,GC-tract:C2H2,-0.34475688613019884,Slamf1-negative multipotent progenitor cell
pseudobulk_29,GC-tract:C2H2,-0.3480092550162226,Slamf1-negative multipotent progenitor cell
pseudobulk_30,GC-tract:C2H2,-0.3902781051583588,common lymphoid progenitor
pseudobulk_31,GC-tract:C2H2,-0.36334994272328913,Slamf1-negative multipotent progenitor cell
pseudobulk_32,GC-tract:C2H2,-0.35399029357358813,Slamf1-negative multipotent progenitor cell
pseudobulk_33,GC-tract:C2H2,-0.37000667164102197,common lymphoid progenitor
pseudobulk_34,GC-tract:C2H2,-0.3426538147032261,Slamf1-negative multipotent progenitor cell
pseudobulk_35,GC-tract:C2H2,-0.3645309442654252,precursor B cell
pseudobulk_36,GC-tract:C2H2,-0.32187639526091516,hematopoietic precursor cell
pseudobulk_37,GC-tract:C2H2,-0.1675627666991204,granulocyte
pseudobulk_38,GC-tract:C2H2,-0.22240996966138482,granulocyte
pseudobulk_39,GC-tract:C2H2,-0.2883317768573761,granulocyte
pseudobulk_40,GC-tract:C2H2,-0.26883883867412806,monocyte
pseudobulk_41,GC-tract:C2H2,-0.2857898829970509,granulocyte
pseudobulk_42,GC-tract:C2H2,-0.3643484069034457,monocyte
pseudobulk_43,GC-tract:C2H2,-0.33555402350611985,granulocyte
pseudobulk_44,GC-tract:C2H2,-0.1902301881927997,granulocyte
pseudobulk_45,GC-tract:C2H2,-0.36465451098047197,monocyte
pseudobulk_46,GC-tract:C2H2,-0.3480830586049706,granulocytopoietic cell
pseudobulk_47,GC-tract:C2H2,-0.35876436345279217,granulocyte
pseudobulk_48,GC-tract:C2H2,-0.26562924799509346,granulocyte
pseudobulk_49,GC-tract:C2H2,-0.2950951769016683,naive B cell
pseudobulk_50,GC-tract:C2H2,-0.3818666662555188,late pro-B cell
pseudobulk_51,GC-tract:C2H2,-0.34345297748222947,mature natural killer cell
pseudobulk_52,GC-tract:C2H2,-0.3808999378234148,precursor B cell
pseudobulk_53,GC-tract:C2H2,-0.3883369890972972,late pro-B cell
pseudobulk_54,GC-tract:C2H2,-0.36856154003180563,immature T cell
pseudobulk_55,GC-tract:C2H2,-0.36437793681398034,naive B cell
pseudobulk_56,GC-tract:C2H2,-0.39960422250442207,immature B cell
pseudobulk_57,GC-tract:C2H2,-0.36761453398503363,naive B cell
pseudobulk_58,GC-tract:C2H2,-0.37038290733471513,mature natural killer cell
pseudobulk_59,GC-tract:C2H2,-0.4112728978507221,Slamf1-positive multipotent progenitor cell
pseudobulk_60,GC-tract:C2H2,-0.4105142839252949,granulocyte monocyte progenitor cell
pseudobulk_61,GC-tract:C2H2,-0.33411834482103586,Slamf1-negative multipotent progenitor cell
pseudobulk_62,GC-tract:C2H2,-0.3859772286377847,common lymphoid progenitor
pseudobulk_63,GC-tract:C2H2,-0.3860570848919451,Slamf1-positive multipotent progenitor cell
pseudobulk_64,GC-tract:C2H2,-0.27195197786204517,monocyte
pseudobulk_65,GC-tract:C2H2,-0.36689711548388004,monocyte
pseudobulk_66,GC-tract:C2H2,-0.14012948120944202,granulocyte
pseudobulk_67,GC-tract:C2H2,-0.15197906078537926,granulocyte
pseudobulk_68,GC-tract:C2H2,-0.38930818415246904,monocyte
pseudobulk_69,GC-tract:C2H2,-0.3324406580068171,macrophage
pseudobulk_70,GC-tract:C2H2,-0.36406434909440577,granulocyte
pseudobulk_71,GC-tract:C2H2,-0.14929497835692018,granulocyte
pseudobulk_72,GC-tract:C2H2,-0.1745865058619529,granulocyte
pseudobulk_73,GC-tract:C2H2,-0.3283261505421251,granulocyte
pseudobulk_74,GC-tract:C2H2,-0.3931838390417397,monocyte
pseudobulk_75,GC-tract:C2H2,-0.12090728390285221,granulocyte
pseudobulk_76,GC-tract:C2H2,-0.3351813538465649,naive B cell
pseudobulk_77,GC-tract:C2H2,-0.36849530413746834,Slamf1-negative multipotent progenitor cell
pseudobulk_78,GC-tract:C2H2,-0.3737625260837376,Slamf1-negative multipotent progenitor cell
pseudobulk_79,GC-tract:C2H2,-0.38283850299194455,Slamf1-negative multipotent progenitor cell
pseudobulk_80,GC-tract:C2H2,-0.38159182853996754,Slamf1-negative multipotent progenitor cell
pseudobulk_81,GC-tract:C2H2,-0.4041603687219322,granulocyte monocyte progenitor cell
pseudobulk_82,GC-tract:C2H2,-0.3800664108712226,granulocyte monocyte progenitor cell
pseudobulk_83,GC-tract:C2H2,-0.3794393325224519,Slamf1-negative multipotent progenitor cell
pseudobulk_84,GC-tract:C2H2,-0.302586582954973,naive B cell
pseudobulk_85,GC-tract:C2H2,-0.34979695826768875,precursor B cell
pseudobulk_86,GC-tract:C2H2,-0.31615988723933697,precursor B cell
pseudobulk_87,GC-tract:C2H2,-0.34212451335042715,immature B cell
pseudobulk_88,GC-tract:C2H2,-0.3969615208916366,Slamf1-negative multipotent progenitor cell
pseudobulk_89,GC-tract:C2H2,-0.3888127403333783,naive B cell
pseudobulk_90,GC-tract:C2H2,-0.3755108704790473,naive B cell
pseudobulk_91,GC-tract:C2H2,-0.3578544412739575,macrophage
pseudobulk_92,GC-tract:C2H2,-0.3250348502770066,macrophage
pseudobulk_93,GC-tract:C2H2,-0.4106616217177361,immature B cell
pseudobulk_94,GC-tract:C2H2,-0.35709472047165036,naive B cell
pseudobulk_95,GC-tract:C2H2,-0.37679230235517025,Slamf1-negative multipotent progenitor cell
pseudobulk_96,GC-tract:C2H2,-0.3043421481270343,naive B cell
pseudobulk_97,GC-tract:C2H2,-0.380671878810972,Slamf1-negative multipotent progenitor cell
pseudobulk_98,GC-tract:C2H2,-0.2854697550646961,immature T cell
pseudobulk_99,GC-tract:C2H2,-0.29626931715756655,immature NK T cell
pseudobulk_0,E2F/2:E2F,0.4608116099261679,late pro-B cell
pseudobulk_1,E2F/2:E2F,0.3344979560060892,naive B cell
pseudobulk_2,E2F/2:E2F,0.4621543473112979,late pro-B cell
pseudobulk_3,E2F/2:E2F,0.38600881104639484,macrophage
pseudobulk_4,E2F/2:E2F,0.4563412347342819,late pro-B cell
pseudobulk_5,E2F/2:E2F,0.37663847202384204,precursor B cell
pseudobulk_6,E2F/2:E2F,0.33100004849984543,naive B cell
pseudobulk_7,E2F/2:E2F,0.30985722737204924,naive B cell
pseudobulk_8,E2F/2:E2F,0.3582917495514266,granulocyte
pseudobulk_9,E2F/2:E2F,0.36965755753044505,granulocyte
pseudobulk_10,E2F/2:E2F,0.2797656359325629,granulocyte
pseudobulk_11,E2F/2:E2F,0.4669524233613629,granulocyte monocyte progenitor cell
pseudobulk_12,E2F/2:E2F,0.2642250548087759,granulocyte
pseudobulk_13,E2F/2:E2F,0.3856852396456816,naive B cell
