loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
2.012622594833374,8.097159385681152,False,,,1,51efa2aa,fad886d0c552449b84117583439e9537,2022-04-28_23-35-02,1651185302,8.097159385681152,11965,farm5-gpu0102,10.160.0.18,8.097159385681152,0,1,0.003137350082397461
1.950308084487915,2.567950487136841,False,,,2,51efa2aa,fad886d0c552449b84117583439e9537,2022-04-28_23-35-04,1651185304,10.665109872817993,11965,farm5-gpu0102,10.160.0.18,10.665109872817993,0,2,0.003137350082397461
1.8531267642974854,2.8451898097991943,False,,,3,51efa2aa,fad886d0c552449b84117583439e9537,2022-04-28_23-35-07,1651185307,13.510299682617188,11965,farm5-gpu0102,10.160.0.18,13.510299682617188,0,3,0.003137350082397461
1.7510747909545898,2.782848596572876,False,,,4,51efa2aa,fad886d0c552449b84117583439e9537,2022-04-28_23-35-10,1651185310,16.293148279190063,11965,farm5-gpu0102,10.160.0.18,16.293148279190063,0,4,0.003137350082397461
1.6957545280456543,2.8722903728485107,False,,,5,51efa2aa,fad886d0c552449b84117583439e9537,2022-04-28_23-35-13,1651185313,19.165438652038574,11965,farm5-gpu0102,10.160.0.18,19.165438652038574,0,5,0.003137350082397461
1.6962474584579468,2.725219249725342,False,,,6,51efa2aa,fad886d0c552449b84117583439e9537,2022-04-28_23-35-16,1651185316,21.890657901763916,11965,farm5-gpu0102,10.160.0.18,21.890657901763916,0,6,0.003137350082397461
1.6834744215011597,2.3970558643341064,False,,,7,51efa2aa,fad886d0c552449b84117583439e9537,2022-04-28_23-35-18,1651185318,24.287713766098022,11965,farm5-gpu0102,10.160.0.18,24.287713766098022,0,7,0.003137350082397461
1.6675599813461304,2.7352774143218994,False,,,8,51efa2aa,fad886d0c552449b84117583439e9537,2022-04-28_23-35-21,1651185321,27.022991180419922,11965,farm5-gpu0102,10.160.0.18,27.022991180419922,0,8,0.003137350082397461
1.685804843902588,2.72804594039917,False,,,9,51efa2aa,fad886d0c552449b84117583439e9537,2022-04-28_23-35-23,1651185323,29.751037120819092,11965,farm5-gpu0102,10.160.0.18,29.751037120819092,0,9,0.003137350082397461
1.6795470714569092,2.5543766021728516,True,,,10,51efa2aa,fad886d0c552449b84117583439e9537,2022-04-28_23-35-26,1651185326,32.30541372299194,11965,farm5-gpu0102,10.160.0.18,32.30541372299194,0,10,0.003137350082397461
