loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
2.1998939514160156,8.783689975738525,False,,,1,14904d82,4f47d012d55c4b4b8cc0e02d7e5087ad,2022-04-28_23-40-29,1651185629,8.783689975738525,39723,farm5-gpu0102,10.160.0.18,8.783689975738525,0,1,0.003643512725830078
1.98514986038208,3.1832618713378906,False,,,2,14904d82,4f47d012d55c4b4b8cc0e02d7e5087ad,2022-04-28_23-40-32,1651185632,11.966951847076416,39723,farm5-gpu0102,10.160.0.18,11.966951847076416,0,2,0.003643512725830078
1.9599497318267822,3.1515705585479736,False,,,3,14904d82,4f47d012d55c4b4b8cc0e02d7e5087ad,2022-04-28_23-40-35,1651185635,15.11852240562439,39723,farm5-gpu0102,10.160.0.18,15.11852240562439,0,3,0.003643512725830078
1.9269378185272217,3.281954526901245,False,,,4,14904d82,4f47d012d55c4b4b8cc0e02d7e5087ad,2022-04-28_23-40-38,1651185638,18.400476932525635,39723,farm5-gpu0102,10.160.0.18,18.400476932525635,0,4,0.003643512725830078
1.8917386531829834,3.3929193019866943,False,,,5,14904d82,4f47d012d55c4b4b8cc0e02d7e5087ad,2022-04-28_23-40-42,1651185642,21.79339623451233,39723,farm5-gpu0102,10.160.0.18,21.79339623451233,0,5,0.003643512725830078
1.888268232345581,3.317721128463745,False,,,6,14904d82,4f47d012d55c4b4b8cc0e02d7e5087ad,2022-04-28_23-40-45,1651185645,25.111117362976074,39723,farm5-gpu0102,10.160.0.18,25.111117362976074,0,6,0.003643512725830078
1.776532530784607,3.2768657207489014,False,,,7,14904d82,4f47d012d55c4b4b8cc0e02d7e5087ad,2022-04-28_23-40-48,1651185648,28.387983083724976,39723,farm5-gpu0102,10.160.0.18,28.387983083724976,0,7,0.003643512725830078
1.7430779933929443,3.06607723236084,False,,,8,14904d82,4f47d012d55c4b4b8cc0e02d7e5087ad,2022-04-28_23-40-51,1651185651,31.454060316085815,39723,farm5-gpu0102,10.160.0.18,31.454060316085815,0,8,0.003643512725830078
1.7446149587631226,3.0263757705688477,False,,,9,14904d82,4f47d012d55c4b4b8cc0e02d7e5087ad,2022-04-28_23-40-54,1651185654,34.48043608665466,39723,farm5-gpu0102,10.160.0.18,34.48043608665466,0,9,0.003643512725830078
1.7291409969329834,3.239283323287964,True,,,10,14904d82,4f47d012d55c4b4b8cc0e02d7e5087ad,2022-04-28_23-40-58,1651185658,37.71971940994263,39723,farm5-gpu0102,10.160.0.18,37.71971940994263,0,10,0.003643512725830078
